time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-06T05:04:19.750Z,35.8768349,-117.6906662,6.83,3.6,mlr,37,62,0.126,0.2,ci,ci38458175,2019-07-06T15:02:38.498Z,"21km ESE of Little Lake, CA",earthquake,0.28,1.04,0.309,19,reviewed,ci,ci
2019-07-04T17:47:17.570Z,35.7443352,-117.5496674,1.49,3.59,mlr,39,44,0.1728,0.16,ci,ci38443279,2019-07-05T18:25:45.971Z,"13km W of Searles Valley, CA",earthquake,0.21,0.46,0.231,28,reviewed,ci,ci
2019-07-06T04:49:42.660Z,35.8763351,-117.7343369,4.77,3.59,mlr,49,44,0.09946,0.24,ci,ci38458063,2019-07-06T23:13:11.756Z,"17km ESE of Little Lake, CA",earthquake,0.23,0.8,0.275,17,reviewed,ci,ci
2019-07-06T09:24:23.270Z,35.7999992,-117.6315002,3.21,3.59,mw,36,54,0.1088,0.23,ci,ci38460927,2019-07-06T19:32:49.867Z,"20km NNE of Ridgecrest, CA",earthquake,0.29,0.99,,4,reviewed,ci,ci
2019-07-06T04:27:10.430Z,35.8873329,-117.7128296,3.9,3.58,mlr,28,41,0.1053,0.18,ci,ci38457903,2019-07-06T19:46:03.286Z,"18km ESE of Little Lake, CA",earthquake,0.24,0.74,0.21,20,reviewed,ci,ci
2019-07-06T15:45:46.020Z,36.097168,-117.8278351,1.74,3.58,mw,51,34,0.0299,0.23,ci,ci38465239,2019-07-06T21:11:39.895Z,"12km ENE of Coso Junction, CA",earthquake,0.19,0.3,,6,reviewed,ci,ci
2019-07-06T04:08:35.890Z,35.8691667,-117.661,5.48,3.57,ml,22,50,0.07418,0.24,ci,ci38457791,2019-07-06T21:53:22.596Z,"23km ESE of Little Lake, CA",earthquake,0.3,0.94,0.16,20,reviewed,ci,ci
2019-07-06T09:33:59.770Z,35.8903333,-117.725,3.78,3.57,mlr,34,57,0.0878,0.22,ci,ci38460999,2019-07-06T21:44:37.547Z,"17km ESE of Little Lake, CA",earthquake,0.2,0.66,0.135,131,reviewed,ci,ci
2019-07-04T17:43:29.450Z,35.6578331,-117.5543365,1.27,3.56,ml,33,74,0.1034,0.22,ci,ci38443247,2019-07-05T22:08:09.040Z,"12km ENE of Ridgecrest, CA",earthquake,0.25,0.71,0.226,7,reviewed,ci,ci
2019-07-04T21:02:55.860Z,35.6896667,-117.4853363,7.08,3.56,ml,61,47,0.1047,0.17,ci,ci38444543,2019-07-05T21:04:53.736Z,"11km SW of Searles Valley, CA",earthquake,0.19,0.69,0.193,19,reviewed,ci,ci
2019-07-06T05:41:32.220Z,35.7804985,-117.5891647,5.15,3.56,mlr,50,61,0.1456,0.28,ci,ci38458503,2019-07-06T19:57:44.493Z,"17km W of Searles Valley, CA",earthquake,0.29,1.66,0.321,18,reviewed,ci,ci
2019-07-06T06:18:11.330Z,35.9208336,-117.6784973,7.69,3.56,ml,36,51,0.1165,0.23,ci,ci38458823,2019-07-06T18:38:13.531Z,"21km E of Little Lake, CA",earthquake,0.27,1.26,0.218,18,reviewed,ci,ci
2019-07-06T07:05:21.070Z,35.8881683,-117.732666,5.76,3.56,mlr,29,76,0.08364,0.16,ci,ci38459335,2019-07-06T20:12:36.514Z,"17km ESE of Little Lake, CA",earthquake,0.26,0.74,0.176,23,reviewed,ci,ci
2019-07-04T18:50:16.010Z,35.6764984,-117.5,0.91,3.55,ml,42,66,0.09494,0.26,ci,ci38443671,2019-07-05T18:52:39.248Z,"13km SW of Searles Valley, CA",earthquake,0.25,0.53,0.156,23,automatic,ci,ci
2019-07-05T08:54:02.500Z,35.7039986,-117.5025024,7.27,3.55,ml,67,69,0.1218,0.16,ci,ci38449351,2019-07-06T08:55:22.851Z,"11km SW of Searles Valley, CA",earthquake,0.16,0.58,0.255,15,reviewed,ci,ci
2019-07-06T04:45:36.510Z,35.9034996,-117.7268295,3.64,3.55,ml,31,77,0.08681,0.14,ci,ci38458031,2019-07-06T15:02:04.004Z,"17km ESE of Little Lake, CA",earthquake,0.28,0.62,0.154,20,reviewed,ci,ci
2019-07-06T05:09:31.850Z,35.7501678,-117.5780029,2.28,3.55,mlr,35,44,0.1518,0.24,ci,ci38458223,2019-07-06T18:32:44.504Z,"16km W of Searles Valley, CA",earthquake,0.29,0.96,0.268,29,reviewed,ci,ci
2019-07-06T05:28:39.240Z,35.9026667,-117.7276667,5.3,3.55,ml,15,135,0.08668,0.15,ci,ci38458407,2019-07-06T22:51:39.919Z,"17km ESE of Little Lake, CA",earthquake,0.34,1.14,0.206,105,reviewed,ci,ci
2019-07-06T06:00:57.840Z,35.5563316,-117.3431702,3.18,3.55,ml,36,52,0.03583,0.2,ci,ci38458671,2019-07-06T19:58:12.200Z,"23km S of Trona, CA",earthquake,0.34,0.39,0.416,24,reviewed,ci,ci
2019-07-05T10:59:38.860Z,35.6041679,-117.5926666,1.97,3.54,mw,65,37,0.1078,0.16,ci,ci38450223,2019-07-06T11:01:38.245Z,"8km ESE of Ridgecrest, CA",earthquake,0.18,0.43,,6,reviewed,ci,ci
2019-07-06T03:54:46.680Z,35.7818336,-117.5895004,1.58,3.54,mlr,35,54,0.2207,0.28,ci,ci38457727,2019-07-06T18:22:59.314Z,"17km W of Searles Valley, CA",earthquake,0.32,1.17,0.3,23,reviewed,ci,ci
2019-07-06T04:16:17.340Z,35.8255005,-117.6715012,6.42,3.54,ml,28,136,0.1714,0.2,ci,ci38457831,2019-07-06T22:08:20.443Z,"23km N of Ridgecrest, CA",earthquake,0.39,1.09,0.2,24,reviewed,ci,ci
2019-07-06T04:29:02.060Z,35.8019981,-117.6316681,1.43,3.54,mlr,23,90,0.146,0.21,ci,ci38457911,2019-07-06T18:30:20.462Z,"20km N of Ridgecrest, CA",earthquake,0.33,0.53,0.187,23,reviewed,ci,ci
2019-07-06T12:20:59.070Z,35.7599983,-117.5814972,7.74,3.54,mlr,62,43,0.05713,0.16,ci,ci38463007,2019-07-06T20:56:42.727Z,"16km W of Searles Valley, CA",earthquake,0.15,0.55,0.181,16,reviewed,ci,ci
2019-07-06T13:55:51.170Z,35.8631668,-117.7030029,6.99,3.54,mw,55,40,0.07414,0.18,ci,ci38464047,2019-07-06T19:39:21.017Z,"20km ESE of Little Lake, CA",earthquake,0.19,0.48,,6,reviewed,ci,ci
2019-07-05T04:11:38.470Z,35.7226677,-117.5530014,1.02,3.53,mw,67,45,0.1547,0.16,ci,ci38447591,2019-07-06T04:13:02.560Z,"14km WSW of Searles Valley, CA",earthquake,0.17,0.43,,4,reviewed,ci,ci
2019-07-06T06:04:34.140Z,35.8855019,-117.7105026,2.84,3.53,mlr,44,45,0.08858,0.24,ci,ci38458687,2019-07-06T08:05:59.578Z,"19km ESE of Little Lake, CA",earthquake,0.28,1.12,0.23,19,reviewed,ci,ci
2019-07-06T09:27:08.530Z,35.6155014,-117.5846634,9.91,3.53,ml,53,32,0.1039,0.19,ci,ci38460951,2019-07-06T19:49:36.678Z,"8km E of Ridgecrest, CA",earthquake,0.18,0.42,0.287,17,reviewed,ci,ci
2019-07-06T10:31:43.920Z,35.6488342,-117.4544983,2.99,3.53,ml,66,24,0.06251,0.18,ci,ci38461663,2019-07-06T19:46:19.935Z,"14km SSW of Searles Valley, CA",earthquake,0.16,0.37,0.223,20,reviewed,ci,ci
2019-07-06T15:59:29.270Z,35.8806648,-117.7006683,2.13,3.53,ml,50,40,0.08887,0.16,ci,ci38465351,2019-07-06T21:12:10.850Z,"20km ESE of Little Lake, CA",earthquake,0.19,0.43,0.248,22,reviewed,ci,ci
2019-07-06T04:12:14.170Z,35.6808319,-117.4950027,2.42,3.52,mlr,54,53,0.09785,0.44,ci,ci38457807,2019-07-06T19:43:58.283Z,"13km SW of Searles Valley, CA",earthquake,0.39,0.78,0.38,3,reviewed,ci,ci
2019-07-06T05:15:37.350Z,35.9166679,-117.7553329,9.06,3.52,ml,35,68,0.06023,0.25,ci,ci38458295,2019-07-07T00:05:13.227Z,"14km E of Little Lake, CA",earthquake,0.39,0.65,0.164,19,reviewed,ci,ci
2019-07-06T10:09:18.170Z,35.5704994,-117.5198364,8.9,3.52,ml,58,38,0.04962,0.18,ci,ci38461447,2019-07-06T19:17:34.180Z,"15km ESE of Ridgecrest, CA",earthquake,0.17,0.48,0.301,19,reviewed,ci,ci
2019-07-06T21:05:24.700Z,35.7276649,-117.6086655,5.92,3.52,ml,53,42,0.1207,0.36,ci,ci38468007,2019-07-06T23:06:20.038Z,"13km NNE of Ridgecrest, CA",earthquake,0.29,1.33,0.178,17,reviewed,ci,ci
2019-07-05T09:46:29.260Z,35.6479988,-117.5453339,3.76,3.51,ml,64,60,0.0914,0.19,ci,ci38449719,2019-07-06T09:47:45.900Z,"12km ENE of Ridgecrest, CA",earthquake,0.18,0.75,0.268,21,reviewed,ci,ci
2019-07-06T08:28:33.730Z,35.6311684,-117.4071655,2.52,3.51,ml,62,46,0.06323,0.15,ci,ci38460255,2019-07-06T19:18:26.015Z,"15km S of Trona, CA",earthquake,0.15,0.33,0.171,18,reviewed,ci,ci
2019-07-06T09:34:27.970Z,35.8846667,-117.7108333,4.61,3.51,mlr,20,51,0.07994,0.23,ci,ci38461007,2019-07-06T22:23:07.144Z,"19km ESE of Little Lake, CA",earthquake,0.35,0.77,0.134,10,reviewed,ci,ci
2019-07-06T10:50:46.620Z,35.8631668,-117.7088318,7.44,3.51,ml,44,50,0.07102,0.22,ci,ci38461903,2019-07-06T19:17:53.808Z,"20km ESE of Little Lake, CA",earthquake,0.24,0.69,0.226,18,reviewed,ci,ci
2019-07-06T16:42:05.130Z,35.8773333,-117.7165,2.99,3.51,ml,61,34,0.07909,0.21,ci,ci38465759,2019-07-06T21:29:24.284Z,"18km ESE of Little Lake, CA",earthquake,0.13,0.55,0.119,135,reviewed,ci,ci
2019-07-04T18:07:09.180Z,35.5998344,-117.6226654,-0.4,3.5,mlr,37,35,0.1295,0.24,ci,ci38443391,2019-07-05T18:08:13.388Z,"5km ESE of Ridgecrest, CA",earthquake,0.23,0.59,0.193,23,reviewed,ci,ci
2019-07-06T04:52:04.170Z,35.8908348,-117.7440033,4.48,3.5,mlr,45,47,0.08362,0.21,ci,ci38458071,2019-07-06T18:13:56.052Z,"16km ESE of Little Lake, CA",earthquake,0.22,0.64,0.243,19,reviewed,ci,ci
2019-07-06T07:31:14.480Z,35.7013321,-117.5028305,1.8,3.5,mlr,53,46,0.1193,0.18,ci,ci38459599,2019-07-06T19:55:27.003Z,"12km SW of Searles Valley, CA",earthquake,0.17,0.44,0.282,17,reviewed,ci,ci
2019-07-06T12:29:19.930Z,35.8074989,-117.5936661,6.51,3.5,ml,51,43,0.008797,0.23,ci,ci38463087,2019-07-06T20:56:55.883Z,"18km WNW of Searles Valley, CA",earthquake,0.2,0.6,0.174,16,reviewed,ci,ci
2019-07-06T23:56:34.620Z,35.8203316,-117.6586685,5.84,3.5,mlr,52,49,0.08712,0.2,ci,ci38469415,2019-07-07T00:57:56.472Z,"22km N of Ridgecrest, CA",earthquake,0.2,0.73,0.299,17,reviewed,ci,ci
2019-07-04T23:12:40.410Z,35.6711655,-117.4716644,7.11,3.49,ml,64,38,0.08483,0.17,ci,ci38445495,2019-07-05T23:16:02.740Z,"12km SSW of Searles Valley, CA",earthquake,0.17,1.04,0.253,18,reviewed,ci,ci
2019-07-06T04:58:12.070Z,35.6300011,-117.4318314,3.07,3.49,ml,47,29,0.04996,0.13,ci,ci38458135,2019-07-07T01:20:09.248Z,"16km S of Searles Valley, CA",earthquake,0.17,0.31,0.231,21,reviewed,ci,ci
2019-07-06T05:39:14.390Z,35.7988319,-117.6275024,7.77,3.49,ml,50,52,0.1121,0.23,ci,ci38458487,2019-07-06T19:57:20.968Z,"20km NNE of Ridgecrest, CA",earthquake,0.21,0.93,0.266,18,reviewed,ci,ci
2019-07-06T23:34:09.840Z,35.8736649,-117.6623306,5.25,3.49,ml,52,43,0.07909,0.17,ci,ci38469215,2019-07-07T00:35:41.569Z,"23km ESE of Little Lake, CA",earthquake,0.17,0.84,0.222,17,reviewed,ci,ci
2019-07-04T19:56:08.190Z,32.168,-115.1458333,24.04,3.48,ml,22,241,0.4722,0.28,ci,ci38444111,2019-07-05T20:01:08.368Z,"7km SSE of Alberto Oviedo Mota, B.C., MX",earthquake,1.22,1.48,0.277,20,reviewed,ci,ci
2019-07-05T04:14:45.340Z,35.6983337,-117.481163,1.26,3.48,ml,57,37,0.1127,0.17,ci,ci38447623,2019-07-05T16:08:02.833Z,"10km SW of Searles Valley, CA",earthquake,0.17,0.43,0.184,19,reviewed,ci,ci
2019-07-06T03:45:09.240Z,35.9216652,-117.7320023,2.63,3.48,mlr,17,125,0.07484,0.13,ci,ci38457671,2019-07-06T22:11:12.902Z,"16km E of Little Lake, CA",earthquake,0.34,1.43,0.284,8,reviewed,ci,ci
2019-07-06T04:18:08.030Z,35.661335,-117.4836655,4.17,3.48,mlr,38,46,0.07669,0.16,ci,ci38457839,2019-07-06T19:45:23.582Z,"14km SSW of Searles Valley, CA",earthquake,0.19,0.67,0.217,25,reviewed,ci,ci
2019-07-06T04:31:05.190Z,35.8328323,-117.6681671,1.54,3.48,ml,35,94,0.1554,0.25,ci,ci38457927,2019-07-07T01:22:55.429Z,"24km N of Ridgecrest, CA",earthquake,0.34,0.85,0.244,18,reviewed,ci,ci
2019-07-06T06:07:08.740Z,35.5760002,-117.3621674,2.96,3.48,ml,43,36,0.05097,0.17,ci,ci38458719,2019-07-06T20:01:20.465Z,"21km S of Trona, CA",earthquake,0.18,0.24,0.221,23,reviewed,ci,ci
2019-07-06T12:04:59.420Z,35.8861667,-117.731,5.13,3.48,mlr,28,33,0.08219,0.21,ci,ci38462839,2019-07-06T19:58:25.111Z,"17km ESE of Little Lake, CA",earthquake,0.31,1.54,0.189,26,reviewed,ci,ci
2019-07-06T10:49:48.610Z,35.9248352,-117.7026672,1.12,3.47,ml,30,46,0.08266,0.19,ci,ci38461887,2019-07-06T20:51:11.003Z,"18km E of Little Lake, CA",earthquake,0.28,0.43,0.248,4,reviewed,ci,ci
2019-07-06T19:49:04.560Z,35.8610001,-117.6839981,6.74,3.47,mlr,49,40,0.08401,0.21,ci,ci38467391,2019-07-06T22:25:47.422Z,"22km ESE of Little Lake, CA",earthquake,0.2,0.58,0.211,18,reviewed,ci,ci
2019-07-04T18:10:32.740Z,35.6593323,-117.5381699,8.47,3.46,ml,53,44,0.09546,0.19,ci,ci38443415,2019-07-04T22:30:42.574Z,"13km ENE of Ridgecrest, CA",earthquake,0.18,0.56,0.203,20,reviewed,ci,ci
2019-07-05T07:39:13.540Z,35.6860008,-117.4801636,9.49,3.46,mlr,67,38,0.1004,0.19,ci,ci38448863,2019-07-05T08:41:21.304Z,"11km SW of Searles Valley, CA",earthquake,0.16,0.48,0.257,18,reviewed,ci,ci
2019-07-05T08:21:04.840Z,35.6011658,-117.6039963,4.2,3.46,ml,63,39,0.1165,0.14,ci,ci38449191,2019-07-05T17:25:42.213Z,"7km ESE of Ridgecrest, CA",earthquake,0.15,0.57,0.263,19,reviewed,ci,ci
2019-07-06T00:13:02.560Z,35.7248344,-117.5551682,2.11,3.46,ml,56,58,0.09703,0.26,ci,ci38456351,2019-07-06T01:15:06.156Z,"14km WSW of Searles Valley, CA",earthquake,0.25,0.57,0.23,17,reviewed,ci,ci
2019-07-06T03:53:39.630Z,35.8419991,-117.6604996,3.61,3.46,ml,26,62,0.1667,0.51,ci,ci38457719,2019-07-06T08:48:24.669Z,"24km ESE of Little Lake, CA",earthquake,0.59,2.26,0.38,4,reviewed,ci,ci
2019-07-06T05:52:05.420Z,35.6063347,-117.3998337,4.57,3.46,mlr,52,32,0.05454,0.26,ci,ci38458575,2019-07-06T06:02:52.650Z,"18km S of Trona, CA",earthquake,0.24,0.48,0.218,22,reviewed,ci,ci
2019-07-06T06:17:20.630Z,35.8743324,-117.6971664,-1.09,3.46,mlr,40,39,0.08564,0.28,ci,ci38458799,2019-07-06T19:31:18.557Z,"20km ESE of Little Lake, CA",earthquake,0.25,0.61,0.205,20,reviewed,ci,ci
2019-07-06T06:53:09.890Z,35.6705017,-117.4929962,1.35,3.46,mlr,23,64,0.08749,0.14,ci,ci38459215,2019-07-06T20:10:02.907Z,"13km SW of Searles Valley, CA",earthquake,0.23,0.62,0.244,28,reviewed,ci,ci
2019-07-06T15:22:26.680Z,35.9016685,-117.7358322,2.34,3.46,ml,47,41,0.08174,0.17,ci,ci38464927,2019-07-06T16:27:55.120Z,"16km ESE of Little Lake, CA",earthquake,0.17,0.32,0.273,21,reviewed,ci,ci
2019-07-06T16:38:01.350Z,35.5953331,-117.3759995,3.92,3.46,ml,42,65,0.07081,0.18,ci,ci38465711,2019-07-06T17:39:26.463Z,"19km S of Trona, CA",earthquake,0.22,0.55,0.319,25,reviewed,ci,ci
2019-07-05T05:18:25.370Z,35.7700005,-117.6125031,2.34,3.45,mw,54,54,0.1297,0.16,ci,ci38448031,2019-07-05T18:10:42.757Z,"18km NNE of Ridgecrest, CA",earthquake,0.18,0.45,,4,reviewed,ci,ci
2019-07-06T04:10:37.510Z,35.8283348,-117.67733,1.54,3.45,mlr,32,42,0.1661,0.27,ci,ci38457799,2019-07-06T08:55:40.915Z,"23km N of Ridgecrest, CA",earthquake,0.29,0.8,0.207,20,reviewed,ci,ci
2019-07-06T04:33:24.450Z,35.9231682,-117.7166672,1.9,3.45,ml,21,81,0.08606,0.16,ci,ci38457935,2019-07-06T11:33:21.422Z,"17km E of Little Lake, CA",earthquake,0.3,0.59,0.225,26,reviewed,ci,ci
2019-07-06T04:41:49.130Z,35.8791656,-117.6894989,1.47,3.45,mlr,37,40,0.1255,0.24,ci,ci38457999,2019-07-06T23:18:58.353Z,"21km ESE of Little Lake, CA",earthquake,0.25,0.71,0.266,15,reviewed,ci,ci
2019-07-06T05:43:23.000Z,35.8675003,-117.7241669,9.66,3.45,ml,19,200,0.06748,0.31,ci,ci38458511,2019-07-06T06:53:01.040Z,"18km ESE of Little Lake, CA",earthquake,1.05,1.09,0.261,17,reviewed,ci,ci
2019-07-06T06:31:55.450Z,35.8925018,-117.7231674,4.35,3.45,ml,30,51,0.09036,0.2,ci,ci38458967,2019-07-06T07:25:00.040Z,"17km ESE of Little Lake, CA",earthquake,0.3,0.8,0.124,7,reviewed,ci,ci
2019-07-06T06:59:59.460Z,35.675499,-117.5455017,1.09,3.45,ml,43,44,0.1118,0.19,ci,ci38459279,2019-07-06T19:32:04.050Z,"13km ENE of Ridgecrest, CA",earthquake,0.19,0.44,0.201,22,reviewed,ci,ci
2019-07-06T07:03:14.780Z,35.652832,-117.5366669,7.99,3.45,mlr,63,44,0.08979,0.2,ci,ci38459311,2019-07-06T22:41:11.559Z,"13km ENE of Ridgecrest, CA",earthquake,0.16,0.6,0.216,18,reviewed,ci,ci
2019-07-02T22:40:56.360Z,35.0503333,-118.936,8.74,3.44,ml,89,28,0.1157,0.22,ci,ci38441215,2019-07-06T05:42:26.495Z,"12km N of Grapevine, CA",earthquake,0.14,0.42,0.182,172,reviewed,ci,ci
2019-07-05T11:10:09.580Z,35.746666,-117.5933304,6.49,3.44,ml,11,181,0.1389,0.17,ci,ci38450271,2019-07-06T22:03:07.078Z,"16km NNE of Ridgecrest, CA",earthquake,0.8,2.02,0.34,3,reviewed,ci,ci
2019-07-06T06:26:53.530Z,35.8713341,-117.7136688,5.05,3.44,ml,37,53,0.0752,0.22,ci,ci38458903,2019-07-06T19:32:22.782Z,"19km ESE of Little Lake, CA",earthquake,0.27,1.1,0.2,21,reviewed,ci,ci
2019-07-06T10:05:32.650Z,35.8983345,-117.7286682,2.67,3.43,ml,32,41,0.08841,0.16,ci,ci38461391,2019-07-06T20:46:17.938Z,"17km ESE of Little Lake, CA",earthquake,0.24,0.39,0.148,17,reviewed,ci,ci
2019-07-06T13:36:26.860Z,35.8623352,-117.6848297,7.45,3.43,ml,47,43,0.08432,0.21,ci,ci38463831,2019-07-06T19:02:25.925Z,"22km ESE of Little Lake, CA",earthquake,0.22,0.65,0.27,19,reviewed,ci,ci
2019-07-04T21:40:33.450Z,35.6691666,-117.518837,2.04,3.42,ml,59,45,0.09451,0.16,ci,ci38444823,2019-07-05T02:43:36.785Z,"15km SW of Searles Valley, CA",earthquake,0.18,0.54,0.228,20,reviewed,ci,ci
2019-07-05T17:59:56.220Z,35.7924995,-117.6153336,3.33,3.42,ml,49,53,0.02734,0.15,ci,ci38453719,2019-07-06T19:32:41.349Z,"19km W of Searles Valley, CA",earthquake,0.17,0.46,0.236,21,reviewed,ci,ci
2019-07-06T08:26:49.730Z,35.6543333,-117.333,6.91,3.42,ml,25,70,0.1251,0.37,ci,ci38460223,2019-07-06T21:55:09.890Z,"13km SSE of Trona, CA",earthquake,0.62,1.25,0.152,147,reviewed,ci,ci
2019-07-06T08:41:33.060Z,35.7029991,-117.5076675,2.43,3.42,ml,54,61,0.122,0.18,ci,ci38460415,2019-07-06T19:33:24.752Z,"12km SW of Searles Valley, CA",earthquake,0.16,0.33,0.263,18,reviewed,ci,ci
2019-07-06T09:08:03.370Z,35.882,-117.7298355,4.56,3.41,ml,43,39,0.07862,0.18,ci,ci38460743,2019-07-06T22:21:10.188Z,"17km ESE of Little Lake, CA",earthquake,0.22,0.61,0.302,20,reviewed,ci,ci
2019-07-06T09:48:29.770Z,35.8779984,-117.7161636,2.09,3.41,ml,51,34,0.0798,0.2,ci,ci38461151,2019-07-06T22:39:22.452Z,"18km ESE of Little Lake, CA",earthquake,0.17,0.4,0.242,19,reviewed,ci,ci
2019-07-04T20:23:09.990Z,35.6403351,-117.5996704,9.92,3.4,ml,62,39,0.1242,0.19,ci,ci38444263,2019-07-05T02:44:01.222Z,"7km ENE of Ridgecrest, CA",earthquake,0.17,0.51,0.271,18,reviewed,ci,ci
2019-07-06T05:22:29.460Z,35.7084999,-117.3681641,1.31,3.4,ml,37,111,0.1438,0.65,ci,ci38458335,2019-07-06T05:34:50.367Z,"6km S of Trona, CA",earthquake,0.93,1.2,0.313,28,reviewed,ci,ci
2019-07-06T05:31:56.730Z,35.8486671,-117.6838303,5.47,3.4,ml,32,61,0.07707,0.23,ci,ci38458431,2019-07-06T05:43:00.170Z,"22km ESE of Little Lake, CA",earthquake,0.34,1.04,0.255,20,reviewed,ci,ci
2019-07-06T10:40:24.670Z,35.6730003,-117.5513306,1.15,3.4,ml,60,44,0.1128,0.2,ci,ci38461775,2019-07-06T19:34:14.119Z,"13km ENE of Ridgecrest, CA",earthquake,0.17,0.41,0.199,21,reviewed,ci,ci
2019-07-04T17:46:03.730Z,35.6414986,-117.6100006,10.16,3.39,ml,21,75,0.1323,0.18,ci,ci38443263,2019-07-04T22:57:59.723Z,"6km ENE of Ridgecrest, CA",earthquake,0.31,0.83,0.12,3,reviewed,ci,ci
2019-07-04T17:51:46.450Z,35.690834,-117.5391693,0.16,3.39,ml,49,45,0.1215,0.43,ci,ci38443287,2019-07-05T00:54:59.083Z,"15km ENE of Ridgecrest, CA",earthquake,0.35,1.24,0.301,3,reviewed,ci,ci
2019-07-06T04:16:02.310Z,35.9263344,-117.7256699,8.79,3.39,ml,13,126,0.07814,0.35,ci,ci38457823,2019-07-06T18:27:47.085Z,"16km E of Little Lake, CA",earthquake,0.86,2.21,0.38,10,reviewed,ci,ci
2019-07-04T17:46:50.080Z,35.6391678,-117.6186676,7.61,3.38,ml,23,74,0.1379,0.16,ci,ci38443271,2019-07-05T00:00:54.438Z,"6km ENE of Ridgecrest, CA",earthquake,0.25,1.54,0.23,13,reviewed,ci,ci
2019-07-04T20:06:08.270Z,35.6980019,-117.4881668,8.77,3.38,ml,52,54,0.1133,0.16,ci,ci38444159,2019-07-05T02:42:39.845Z,"11km SW of Searles Valley, CA",earthquake,0.16,0.53,0.228,19,reviewed,ci,ci
2019-07-06T05:00:29.060Z,35.8821678,-117.7050018,2.44,3.38,ml,25,55,0.1134,0.19,ci,ci38458159,2019-07-06T19:34:50.210Z,"19km ESE of Little Lake, CA",earthquake,0.26,1.14,0.329,14,reviewed,ci,ci
2019-07-06T05:44:08.910Z,35.921833,-117.7145004,2.42,3.38,ml,28,42,0.08814,0.22,ci,ci38458527,2019-07-06T05:54:32.340Z,"17km E of Little Lake, CA",earthquake,0.3,0.69,0.199,25,reviewed,ci,ci
2019-07-06T09:06:21.770Z,35.6713333,-117.4720001,2.85,3.38,ml,49,56,0.08502,0.16,ci,ci38460727,2019-07-06T19:34:29.008Z,"12km SSW of Searles Valley, CA",earthquake,0.18,0.41,0.238,18,reviewed,ci,ci
2019-07-06T18:19:39.600Z,35.4468346,-117.3273315,3.19,3.38,ml,69,29,0.06964,0.16,ci,ci38466623,2019-07-06T23:07:32.720Z,"29km ENE of Johannesburg, CA",earthquake,0.15,0.67,0.212,20,reviewed,ci,ci
2019-07-04T20:55:24.820Z,35.7088318,-117.4771652,0.2,3.37,ml,59,54,0.1227,0.22,ci,ci38444487,2019-07-04T21:57:53.885Z,"9km SW of Searles Valley, CA",earthquake,0.18,0.59,0.242,20,reviewed,ci,ci
2019-07-06T04:42:54.680Z,35.7154999,-117.6273346,5.42,3.37,ml,48,51,0.1029,0.38,ci,ci38458007,2019-07-06T23:24:27.825Z,"11km NNE of Ridgecrest, CA",earthquake,0.39,1.43,0.227,23,reviewed,ci,ci
2019-07-06T05:14:57.090Z,35.7456665,-117.5664978,8,3.37,ml,23,100,0.1589,0.19,ci,ci38458287,2019-07-06T19:54:00.887Z,"15km W of Searles Valley, CA",earthquake,0.4,1.28,0.257,22,reviewed,ci,ci
2019-07-06T16:07:25.710Z,35.6860008,-117.5456696,2.93,3.37,ml,57,60,0.1203,0.14,ci,ci38465415,2019-07-06T21:12:31.609Z,"14km ENE of Ridgecrest, CA",earthquake,0.17,0.88,0.23,19,reviewed,ci,ci
2019-07-06T20:41:30.690Z,35.6915016,-117.5130005,1.73,3.37,ml,54,70,0.1126,0.17,ci,ci38467815,2019-07-06T21:36:56.805Z,"13km SW of Searles Valley, CA",earthquake,0.2,0.56,0.231,19,reviewed,ci,ci
2019-07-06T23:38:31.950Z,36.0338326,-117.8464966,-0.62,3.37,ml,37,76,0.0441,0.6,ci,ci38469271,2019-07-06T23:53:29.040Z,"9km E of Coso Junction, CA",earthquake,0.65,1.12,0.298,24,reviewed,ci,ci
2019-07-04T18:12:51.990Z,35.6676674,-117.5684967,2.6,3.36,ml,45,43,0.1186,0.18,ci,ci38443431,2019-07-05T00:56:30.198Z,"11km ENE of Ridgecrest, CA",earthquake,0.19,0.77,0.204,21,reviewed,ci,ci
2019-07-06T04:24:17.410Z,35.5786667,-117.5808334,-0.9,3.36,ml,18,131,0.1289,0.43,ci,ci38457879,2019-07-06T19:20:47.012Z,"10km ESE of Ridgecrest, CA",earthquake,0.83,2.01,0.391,7,reviewed,ci,ci
2019-07-06T05:10:36.660Z,35.8006667,-117.566,3.04,3.36,ml,10,158,0.2298,0.16,ci,ci38458231,2019-07-06T22:58:02.603Z,"15km WNW of Searles Valley, CA",earthquake,0.67,1.86,0.283,11,reviewed,ci,ci
2019-07-06T10:35:18.100Z,35.5565,-117.3561667,9.21,3.36,ml,11,109,0.03221,0.17,ci,ci38461703,2019-07-06T23:08:22.844Z,"23km S of Trona, CA",earthquake,0.45,0.75,0.174,130,reviewed,ci,ci
2019-07-02T22:21:08.620Z,35.0513333,-118.9368333,7.73,3.35,ml,94,28,0.1155,0.24,ci,ci38441151,2019-07-06T21:49:24.555Z,"12km N of Grapevine, CA",earthquake,0.14,0.63,0.154,188,reviewed,ci,ci
